rule,sharpe_all,cagr,maxdd,bp,win%,sh_train,sh_test,n,avg_hz
T+5 sl=10.0 tp=-,1.1186077764593971,20.42581794667162,18.992899329008182,109.76098341571969,51.203133743704534,0.7101249506656351,0.17300264900577822,1787,5.0
T+5 sl=10.0 tp=30.0,1.1378145017826846,20.100280141900395,18.992899329008182,107.67272859503423,51.25909345271404,0.7234960493289991,0.14964850941024394,1787,5.0
T+1 sl=5.0 tp=30.0,0.8973396198909616,12.919176786731423,20.37755883371003,48.75962742820266,43.20089535534415,0.7925157186205776,0.1303313863153794,1787,1.0
T+1 sl=5.0 tp=-,0.8811036027034963,12.838931058444757,20.377558833709987,48.87620066835708,43.20089535534415,0.7620067312905022,0.121902156427335,1787,1.0
T+5 sl=8.0 tp=-,0.8998758273879297,14.997756191462198,19.04699843540453,92.51044649094642,47.56575265808618,0.6461084868084417,0.11299148750644865,1787,5.0
rev T+5 sl=5.0 tp=30.0,0.8134533662369818,11.58214203576755,16.875187971094764,62.65270240302125,35.64633463905988,0.6433901655267908,0.09974648804728149,1787,3.289871292669278
T+5 sl=8.0 tp=30.0,0.8633326209404811,13.532275932189442,19.04699843540457,86.69797103150617,47.56575265808618,0.6044159017036193,0.0851678718833664,1787,5.0
rev T+5 sl=5.0 tp=-,0.8119622722390245,12.284226747147443,18.42015340868177,67.01197513048655,35.64633463905988,0.6770367818330256,0.08039385860139851,1787,3.289871292669278
T+5 sl=5.0 tp=-,0.663721461625168,9.22568112549218,21.403908342778966,66.77268151980809,38.388360380526024,0.580475962650606,-0.07105647450695785,1787,5.0
T+5 sl=5.0 tp=30.0,0.6320210567285893,8.345455394030111,22.10944218851654,62.4134087923428,38.388360380526024,0.538444712591709,-0.13073706945731917,1787,5.0
