hz,stop,tgt,bp,bp_train,bp_test,t_test,win%,stop%,tp%,wick%,dbp,sh_train,sh_test,arm
T+1,0.5xEM,-,59.33233743948148,72.85923161104039,37.25899614038384,1.8045703899791212,25.74146614437605,72.29994404029098,0.0,42.56965944272446,-70.09685196232874,1.251444280270481,0.4335309270576446,full
T+1,0.5xEM,5%,45.81937128939417,49.666676359196174,39.54129468064508,2.9711156680754165,35.702294348069394,63.17851147174035,33.407946278679354,43.22409211691763,-83.60981811241604,1.4477794603957108,0.8534961711816155,full
T+1,0.5xEM,8%,56.09657144218818,60.166141154130784,49.45580083713311,2.9777802070013846,29.378847229994403,68.99832120872972,20.76105204252938,42.741281427412815,-73.332617959622,1.357308913838551,0.8758747160482868,full
T+1,0.5xEM,10%,59.20118088181118,63.86580143180231,51.58939948359293,2.8490672892405793,27.588136541689984,70.50923335198657,14.941242305540012,42.46031746031746,-70.22800851999904,1.3296735079956594,0.8255089170416955,full
T+1,0.5xEM,15%,58.736663420102204,64.87873732922091,48.713956658241315,2.4234591451201073,26.13318410744264,71.9082260772244,5.8198097369893675,42.33463035019455,-70.692525981708,1.2705894340351334,0.659735253769399,full
T+1,0.5xEM,20%,63.22006240834701,72.2992752289425,48.40449863040915,2.321961848512684,25.90934527140459,72.13206491326245,2.7420257414661444,42.51357641582622,-66.20912699346319,1.3029971994300393,0.6488941320297638,full
T+1,0.5xEM,0.5xEM,7.233129053847731,8.317858052602986,5.463055812874512,0.5375270900710098,53.777280358142136,45.27140458869614,52.7700055959709,43.75772558714463,-122.19606034796243,0.3612541689227786,0.3192858986008682,full
T+1,0.5xEM,1xEM,39.47415261849356,42.523380403443284,34.498387691064565,2.473024643893728,43.648573027420255,55.06435366536094,40.011191941801904,42.581300813008134,-89.95503678331663,1.224858259684875,0.7245981050897831,full
T+1,0.5xEM,1.5xEM,45.42223279290028,52.40302258672467,34.030899815643394,2.140162590224616,37.54896474538332,60.77224398433129,29.770565193060992,42.26519337016575,-84.0069566089099,1.384084677288646,0.6696351806445425,full
T+1,0.75xEM,-,70.52356636600938,87.44604628722661,42.90926923389059,1.811307778924793,32.51259093452714,63.234471180749864,0.0,37.9646017699115,-58.90562303580082,1.37452475139006,0.4795499664643722,full
T+1,0.75xEM,5%,53.536479119728135,58.18013787778665,45.95890341438377,2.926824257304248,43.31281477336318,54.11303861219922,39.45159485170677,38.77973112719752,-75.89271028208205,1.5048169653550112,0.9194874763372803,full
T+1,0.75xEM,8%,63.41081400586787,67.40812067394386,56.887963065914704,2.9495707583716833,36.42977056519306,59.93284834918858,24.062674874090657,38.28197945845005,-66.01837539594233,1.3776605426417998,0.8898610826181045,full
T+1,0.75xEM,10%,66.05993614865187,71.94202165762415,56.46148144476188,2.707362769102484,34.52714045886962,61.499720201454956,17.23559037493005,37.94358507734304,-63.36925325315834,1.3622592595281189,0.7877021791744924,full
T+1,0.75xEM,15%,70.41454638718226,75.23136855797443,62.554400635727546,2.670795504031738,33.016228315612764,62.73083379966424,7.050923335198657,37.73416592328278,-59.01464301462794,1.328002439599812,0.7392191516047975,full
T+1,0.75xEM,20%,74.6327157227772,85.83221471289009,56.3572446166725,2.3516574022075205,32.736429770565195,63.0106323447118,3.18970341354225,37.92184724689165,-54.79647367903301,1.3972197242850144,0.7001780820000842,full
T+1,0.75xEM,0.5xEM,7.642078726486924,14.126515960195826,-2.939300441332614,-0.24210327647529414,61.44376049244544,36.653609401231115,60.32456631225518,39.541984732824424,-121.78711067532325,0.5232293322282671,0.17881052108686485,full
T+1,0.75xEM,1xEM,43.375863140911136,49.5279003346361,33.33689817677673,2.0614273008076673,51.70677112479015,45.38332400671516,46.55847789591494,38.10110974106042,-86.05332626089906,1.2913769259820715,0.7005503951352402,full
T+1,0.75xEM,1.5xEM,48.530134979612704,57.63815745764155,33.66755927172471,1.8334701917340102,44.991606043648574,51.315053161723554,34.583100167879124,37.73173391494002,-80.8990544221975,1.3512017896017057,0.6470320457256126,full
T+3,-,-,169.13350930239477,179.14032094043827,152.80427911837086,3.758329679135809,57.30274202574147,0.0,0.0,0.0,0.0,1.5422476602533268,0.8520601426558401,full
T+3,-,5%,105.28792409210045,108.15274540675138,100.61307576127098,3.8840070335383112,71.40458869613879,0.0,64.85730274202575,0.0,-63.84558521029428,1.40366603896782,0.8303795660335146,full
T+3,-,8%,139.49694038908595,135.83148167134735,145.47827803158134,4.74527809125244,63.514269725797426,0.0,45.71908226077224,0.0,-29.636568913308743,1.5679318912090552,1.0163554118597107,full
T+3,-,10%,137.71621051266675,134.33828851496668,143.22834243233044,4.261555138707487,60.32456631225518,0.0,33.967543368774486,0.0,-31.417298789728004,1.4103602759194374,0.953603675321315,full
